start,end,cost
ChIJuYkcKlhSUkYRFPCipW5rTvU,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJuYkcKlhSUkYRFPCipW5rTvU,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJuYkcKlhSUkYRFPCipW5rTvU,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJuYkcKlhSUkYRFPCipW5rTvU,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJuYkcKlhSUkYRFPCipW5rTvU,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJP6TdhFdSUkYRdrsWKXZMAs8,0
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJf9Y9sFdSUkYRmaDEJhCweGc,2.14968349000994e-06
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJozaGTFZSUkYRNtWl2AGUPkI,2.824671500016282e-06
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJpyBCaFlSUkYR3LHwM6zxRjU,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJP6TdhFdSUkYRdrsWKXZMAs8,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJf9Y9sFdSUkYRmaDEJhCweGc,0
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJozaGTFZSUkYRNtWl2AGUPkI,6.74988010006342e-07
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJpyBCaFlSUkYR3LHwM6zxRjU,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJf9Y9sFdSUkYRmaDEJhCweGc,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJozaGTFZSUkYRNtWl2AGUPkI,0
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJpyBCaFlSUkYR3LHwM6zxRjU,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJozaGTFZSUkYRNtWl2AGUPkI,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJk2Y2M1hSUkYR8cXNNRfosIY,5.364812360001345e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJCy4tOFhSUkYRBiS5iJUrGnY,6.1630466499929355e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJozaGTFZSUkYRjY7TpiWcsro,0
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJr8hSvVdSUkYR9El_JWHKncY,2.2576238099922903e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJuYkcKlhSUkYRkyJyE8H3_fI,4.597835979993815e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJV02yLVhSUkYR5Urrpdyav5w,4.8375993599987585e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJI3hCtFlSUkYRPnfwEKyXdTk,6.581722009968342e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJOW51C1lSUkYRRv6n34W9-Zg,9.145018529976156e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJj5kfbFlSUkYRcDRZTsny7_c,9.93134501998816e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJpyBCaFlSUkYR3LHwM6zxRjU,1.0099832589988103e-05
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJaU2CalhSUkYR16Poj9gzgIw,7.123117379993171e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJt2H3cFhSUkYRAkkFfX87Bq8,9.196080429987716e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJtYl80VlSUkYRHsPJ77_LXm8,5.803344940006569e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJwTS011lSUkYROOaIBw6_t6k,6.026781820008123e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJ7-bcfFdSUkYRAi_D5VAiANk,6.2314340800038634e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJb-LjZFdSUkYR0IQcqxmpIDY,6.3932199300079275e-06
ChIJozaGTFZSUkYRjY7TpiWcsro,ChIJBWUZb1dSUkYR0KDo40YbcFQ,6.606612430004931e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJk2Y2M1hSUkYR8cXNNRfosIY,3.1071885500090546e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJCy4tOFhSUkYRBiS5iJUrGnY,3.905422840000645e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJr8hSvVdSUkYR9El_JWHKncY,0
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJuYkcKlhSUkYRkyJyE8H3_fI,2.3402121700015246e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJV02yLVhSUkYR5Urrpdyav5w,2.5799755500064683e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJI3hCtFlSUkYRPnfwEKyXdTk,4.324098199976052e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJOW51C1lSUkYRRv6n34W9-Zg,6.887394719983866e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJj5kfbFlSUkYRcDRZTsny7_c,7.673721209995871e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJpyBCaFlSUkYR3LHwM6zxRjU,7.842208779995813e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJaU2CalhSUkYR16Poj9gzgIw,4.8654935700008805e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJt2H3cFhSUkYRAkkFfX87Bq8,6.938456619995425e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJtYl80VlSUkYRHsPJ77_LXm8,3.5457211300142784e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJwTS011lSUkYROOaIBw6_t6k,3.769158010015833e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJ7-bcfFdSUkYRAi_D5VAiANk,3.973810270011573e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJb-LjZFdSUkYR0IQcqxmpIDY,4.135596120015637e-06
ChIJr8hSvVdSUkYR9El_JWHKncY,ChIJBWUZb1dSUkYR0KDo40YbcFQ,4.348988620012641e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJk2Y2M1hSUkYR8cXNNRfosIY,7.6697638000753e-07
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJCy4tOFhSUkYRBiS5iJUrGnY,1.5652106699991204e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJuYkcKlhSUkYRkyJyE8H3_fI,0
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJV02yLVhSUkYR5Urrpdyav5w,2.397633800049435e-07
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJI3hCtFlSUkYRPnfwEKyXdTk,1.9838860299745273e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJOW51C1lSUkYRRv6n34W9-Zg,4.547182549982342e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJj5kfbFlSUkYRcDRZTsny7_c,5.3335090399943465e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJpyBCaFlSUkYR3LHwM6zxRjU,5.5019966099942895e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJaU2CalhSUkYR16Poj9gzgIw,2.5252813999993555e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJt2H3cFhSUkYRAkkFfX87Bq8,4.5982444499939e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJtYl80VlSUkYRHsPJ77_LXm8,1.2055089600127536e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJwTS011lSUkYROOaIBw6_t6k,1.428945840014308e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJ7-bcfFdSUkYRAi_D5VAiANk,1.6335981000100481e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJb-LjZFdSUkYR0IQcqxmpIDY,1.7953839500141118e-06
ChIJuYkcKlhSUkYRkyJyE8H3_fI,ChIJBWUZb1dSUkYR0KDo40YbcFQ,2.0087764500111157e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJk2Y2M1hSUkYR8cXNNRfosIY,5.272130000025865e-07
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJCy4tOFhSUkYRBiS5iJUrGnY,1.325447289994177e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJV02yLVhSUkYR5Urrpdyav5w,0
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJI3hCtFlSUkYRPnfwEKyXdTk,1.7441226499695838e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJOW51C1lSUkYRRv6n34W9-Zg,4.307419169977398e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJj5kfbFlSUkYRcDRZTsny7_c,5.093745659989403e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJpyBCaFlSUkYR3LHwM6zxRjU,5.262233229989346e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJaU2CalhSUkYR16Poj9gzgIw,2.2855180199944122e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJt2H3cFhSUkYRAkkFfX87Bq8,4.358481069988957e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
